L,T,β,mu,md,mπ^A,Δmπ^A,mπ^C,Δmπ^C,mρ^M,Δmρ^M,mρ^N,Δmρ^N,fπ^A,Δfπ^A,fπ^C,Δfπ^C,fρ^M,Δfρ^M,fρ^N,Δfρ^N,P,ΔP
12,24,7.2,-0.794,-0.77,0.478304241096514,0.023691394355458,0.4114315244897,0.01672873780538,0.57123842414212,0.008685933231302,0.563320968257678,0.008402470984607,0.071094354109534,0.007838847460316,0.05830451183477,0.002859609126987,0.139702496131692,0.004188631092618,0.137513308831805,0.003212572102097,0.589633108108108,0.000173495673919
12,24,7.2,-0.794,-0.79,0.355977718754845,0.03763656504874,0.372813569932711,0.023735772343028,0.595649254889923,0.012046266498618,0.564629857839861,0.012482592466445,0.041960914006121,0.006461584196779,0.039356551626431,0.003948606054491,0.13852769707976,0.005099141573739,0.129294786163172,0.003539535541893,0.590713532432433,0.000156195055738
14,24,7.2,-0.794,-0.75,0.436569419106113,0.005639355198791,0.411693685203904,0.005503286947377,0.548152237314116,0.00358970627234,0.539021549736089,0.003245028622091,0.072181005911615,0.001871180410816,0.069450210298344,0.001373023525433,0.134117229447407,0.001759920705497,0.134795603876175,0.001352804649316,0.588690356934307,6.59201847331332E-05
14,24,7.2,-0.794,-0.77,0.370667538866194,0.005998736603806,0.364128143975854,0.005277160200936,0.498702092244873,0.003735339505934,0.495885741234594,0.003352200737705,0.066000166387724,0.001837830717915,0.065427743305202,0.001247444528797,0.127318463178638,0.001489935719498,0.12674406359045,0.001037213532749,0.589539211695906,5.34880847988867E-05
14,24,7.2,-0.794,-0.79,0.338175366018115,0.013023101521736,0.35560478256035,0.011099182517327,0.498230741986438,0.007362196044232,0.495587214762489,0.01162792629849,0.054557352643446,0.002728155591124,0.056389771974723,0.001814459889097,0.125993506753246,0.002308797904084,0.124367242047433,0.004636654165084,0.590363295454546,7.98904027199511E-05
8,16,6.9,-0.87,-0.7,1.08468729011884,0.009584916617285,1.02444410667257,0.009693085493655,1.17444830535412,0.008160002044791,1.11516231178863,0.006738767834632,0.180847319411575,0.003837373210691,0.168154821739695,0.002364932238553,0.28560428438029,0.00303711557366,0.269527584987701,0.002516324093792,0.538603548648649,0.000533105043191
8,16,6.9,-0.87,-0.75,1.00185701186899,0.009596037563461,0.959391928412609,0.010387801303088,1.09832962554607,0.008179489874876,1.0719013889854,0.007709466052422,0.172739499654495,0.003597058445511,0.162302773752751,0.003065513721989,0.277397344059401,0.003060777645149,0.271267998488205,0.002975565355497,0.541730508108108,0.000552289987762
8,16,6.9,-0.87,-0.8,0.93500613278912,0.010914671561026,0.914566686217887,0.01055668519788,1.02970829295247,0.006267738701974,1.02173552609826,0.004627720461694,0.158604141696377,0.004195125831156,0.160432374060976,0.00370882138423,0.268096839432596,0.003396374551683,0.269491814056541,0.002974619609955,0.545042154054054,0.000513622292241
8,16,6.9,-0.87,-0.85,0.802164648100212,0.02072942976037,0.818086552159394,0.013217396538172,0.935388112062266,0.013077050516109,0.945935106117608,0.010460846800014,0.133104748391203,0.004630522440618,0.144625714046664,0.004089558610838,0.253734749215227,0.003685486430836,0.261988119023485,0.003891462690886,0.549929589189189,0.000556280529284
10,20,6.9,-0.87,-0.5,1.26406583806306,0.005628457477962,1.01188586887618,0.00725077343503,1.32097056920552,0.004765094977006,1.10347995940213,0.005760371868884,0.184797071472534,0.002829091398893,0.135531056994789,0.00281501696978,0.260429753531055,0.002819207348508,0.216396024937019,0.003258834532618,0.530961478378378,0.000334492271965
10,20,6.9,-0.87,-0.55,1.22217002715576,0.005913498995149,1.00505918324464,0.006624354285911,1.27855464557435,0.005150400165293,1.09298208738991,0.006095157169175,0.186455973483123,0.003338177419512,0.140544889788733,0.003027106704637,0.262833857452935,0.003581420935164,0.22263183179579,0.003651117025095,0.532757754054054,0.0003509851366
10,20,6.9,-0.87,-0.6,1.17439994930117,0.006446601120877,0.989751728105622,0.006425121526697,1.2344157093364,0.005135150281615,1.08699234539814,0.005007025647953,0.184704319746381,0.004020359615351,0.138135554077024,0.003029200069005,0.264162664382582,0.004191554441458,0.225752831564573,0.00325897671778,0.534502951351351,0.000238963350226
10,20,6.9,-0.87,-0.65,1.11422594520431,0.005618483894482,0.98690373926888,0.008461823159418,1.17663782584305,0.004389289176347,1.07336165388456,0.005894761652111,0.171417949113333,0.002830393826725,0.143188163047076,0.002826090259191,0.252190529635584,0.002745480952957,0.228743254764354,0.003243028681917,0.536459610810811,0.00024436515634
10,20,6.9,-0.87,-0.7,1.04363950533358,0.00607154615772,0.961250019138608,0.006444368010435,1.11836387752463,0.004758516495537,1.04803663134774,0.005386445214074,0.161562751611831,0.002842227969307,0.146162545136334,0.002991839507495,0.249134867956321,0.003719814086029,0.233321953436249,0.00317641062661,0.538801797297297,0.000264210867788
10,20,6.9,-0.87,-0.75,0.984269587828556,0.007568646002498,0.931313206226979,0.007149384737126,1.06670472562666,0.005332069853949,1.02767089350177,0.005731420248447,0.158936621139664,0.004675287764955,0.15238801585844,0.003300826481713,0.251399447650043,0.004725918750046,0.242136684499249,0.003296609453076,0.540902986486487,0.000285652218046
10,20,6.9,-0.87,-0.8,0.899231353352045,0.008009025438059,0.870819429381851,0.007341634652912,0.991721630248843,0.006533901070133,0.971819283134723,0.005402363450967,0.156213780070112,0.004634272198866,0.141616941080978,0.002833002996662,0.250323076051746,0.004923823795514,0.237721475899733,0.002781481950766,0.5446652,0.000312877870761
10,20,6.9,-0.87,-0.85,0.794370590603643,0.00818040910841,0.79122391076321,0.006816597837421,0.907753487394097,0.007530221929133,0.897712861598148,0.005704319698116,0.13877964177981,0.005699466409444,0.137985243333996,0.00342437107753,0.237447980729025,0.004504341123726,0.23354552047361,0.003487373631758,0.549000516216216,0.000364268994736
10,20,7.05,-0.8,-0.55,1.02614429410765,0.00508210022732,0.856861010559456,0.008769104012501,1.08418857983874,0.004483201055185,0.946914368072693,0.006982287065503,0.150246876774229,0.003344216844217,0.114056802013376,0.003200494940864,0.216338571165319,0.002593477361047,0.182962675699615,0.002971740450338,0.559590843243243,0.000278078338852
10,20,7.05,-0.8,-0.6,0.98081661892768,0.006467721025129,0.842323940871652,0.008315624990988,1.03635402060448,0.005460145193886,0.932373525443502,0.006429059869221,0.148307610196758,0.003954616154881,0.117235310585867,0.003428082750086,0.21608526332744,0.004500769918047,0.18953994295325,0.003397062842533,0.561317378378378,0.000288122195316
10,20,7.05,-0.8,-0.65,0.902208727057693,0.007886306825904,0.834474729820881,0.009811165263879,0.973469482304882,0.00577980631785,0.913593072723213,0.007833487153217,0.130081574878895,0.00254987687819,0.120397034785831,0.003500478834739,0.204912135337603,0.002407596687585,0.19128799544859,0.002750278687224,0.563195032432432,0.000243661607091
10,20,7.05,-0.8,-0.7,0.817476049383534,0.007942779981147,0.78696228802756,0.008320396192256,0.898454929125019,0.005918366232336,0.875757392745867,0.005956839873209,0.123298383752633,0.00428936393882,0.122257031854764,0.002817555766594,0.197668582727103,0.00352922567913,0.198924390685761,0.002975929620792,0.565797727027027,0.000338790392902
10,20,7.05,-0.8,-0.75,0.737126332412361,0.01287483029764,0.721874518065792,0.01030445866142,0.824168000321765,0.009437963270764,0.821016414370564,0.006364317559679,0.119169757368278,0.004730324068067,0.115652148245892,0.003003984379283,0.195790941100922,0.00447434052863,0.194161675739352,0.002623839684544,0.567747781081081,0.000294799693732
10,20,7.05,-0.8,-0.78,0.671674454949711,0.013173479203488,0.684752795360802,0.012485118174444,0.777908209647346,0.009019660377184,0.782287115459882,0.009213262104306,0.106953992767889,0.005175616871419,0.106812012327878,0.003461357148127,0.186981990983894,0.005048051659475,0.186120396974193,0.00447846333084,0.569787878378378,0.000281210586622
10,20,7.2,-0.75,-0.55,0.856297511653456,0.008274895754513,0.719458408822968,0.011024992974559,0.915503981635127,0.006530759417073,0.795997766708382,0.009291585238022,0.118339853390586,0.003123728269767,0.09753480447216,0.00268485237085,0.17878795938555,0.002706003282272,0.156294922687036,0.002802824244036,0.580896708108108,0.000220278272234
10,20,7.2,-0.75,-0.6,0.789093624568044,0.008828389612158,0.687614781079532,0.010374246829102,0.861816409717245,0.007240571192946,0.78774686072882,0.008921648409169,0.109896724742113,0.003956592977123,0.090453688506627,0.002376646143883,0.174569810130463,0.00317863455994,0.157855229832709,0.002479790778163,0.58221784054054,0.000279510654734
10,20,7.2,-0.75,-0.65,0.724428075661582,0.009402382514144,0.683710907538318,0.010915688615551,0.799105845273161,0.006029834276034,0.759533997110273,0.00595795582719,0.107572417862012,0.004350858999728,0.098511024101432,0.003315053629966,0.171133595225735,0.003368388435421,0.158604384183764,0.002471601696583,0.583679067567568,0.000220277607137
10,20,7.2,-0.75,-0.7,0.631533870223701,0.014236018778696,0.616069671200159,0.011099100976815,0.73103302145975,0.01022599447023,0.730145465094481,0.008202067574377,0.095874464731504,0.003410483556534,0.086791273127258,0.003320760184174,0.167055422403288,0.003947015623561,0.164979704637661,0.003072351795589,0.585279897297297,0.000206600943886
10,20,7.2,-0.75,-0.72,0.628441137594747,0.012257739454218,0.619230710620713,0.010583354443844,0.735810177607786,0.007987627780055,0.720219422070022,0.007900000551558,0.088595474348558,0.00434263597865,0.090873885037084,0.003945157746294,0.165117325751136,0.004099560587873,0.163671035152777,0.003437055639903,0.586074210810811,0.000330865544862
10,20,7.2,-0.75,-0.74,0.581051231785958,0.012979924486415,0.577627551951135,0.010198039284528,0.694306618156054,0.010226944840536,0.705821934193873,0.007081123964662,0.081025619317893,0.003822172310671,0.082272013564048,0.002703484388784,0.15629779131339,0.00378029366908,0.162066797462017,0.002841258123744,0.586864456756757,0.000188810950666
