L,T,β,mu,md,mπ^A,Δmπ^A,mπ^C,Δmπ^C,mρ^M,Δmρ^M,mρ^N,Δmρ^N,fπ^A,Δfπ^A,fπ^C,Δfπ^C,fρ^M,Δfρ^M,fρ^N,Δfρ^N,P,ΔP
12,24,6.9,-0.85,-0.9,0.704354263689118,0.004982593068168,0.693003812511136,0.005029644090807,0.815448289216817,0.004558364859359,0.808196988394263,0.004332638002365,0.126502488092227,0.003102211015308,0.120137242584735,0.002695345187785,0.217273826145633,0.003378422256254,0.211657154296702,0.002834237304976,0.551683170175439,0.000192034920218
12,24,6.9,-0.9,-0.86,0.69577614147162,0.017135899752157,0.679800602915856,0.017385753397093,0.80240015207838,0.006703232007212,0.792217106850674,0.010544831147353,0.126970777041312,0.00818659892446,0.116950077828485,0.007697299618916,0.215344909351161,0.004481339023289,0.206249177031866,0.007986060099672,0.552922269565217,0.000290149082361
12,24,6.9,-0.9,-0.87,0.674574414208604,0.012477535779058,0.647940049916251,0.01466012333398,0.781824988185515,0.015363982180126,0.773224677407381,0.008370539714214,0.11874553886071,0.008182528438456,0.112787891827207,0.00620385735021,0.20860919637989,0.012160768213864,0.209196999311068,0.005474019458131,0.553908308695652,0.000237139719645
12,24,6.9,-0.9,-0.88,0.632399894513125,0.0193748763126,0.636282572238363,0.005786096358655,0.754708844545029,0.011991919158985,0.759571091131553,0.00568207279337,0.110144780940753,0.008314146850702,0.116679952766816,0.004582508518345,0.205038250148025,0.009332693254432,0.210824893511287,0.004522748953824,0.554907752173913,0.000444839208402
12,24,6.9,-0.89,-0.9,0.608782037311392,0.006647522933531,0.588790145757416,0.005742549359431,0.728928664832414,0.005700395111383,0.729863747783457,0.005271105638238,0.11386436427778,0.003017292234126,0.105162688779835,0.002677355116128,0.204325820644815,0.003570522658358,0.204378078952551,0.002889005212269,0.555792521052631,0.000178543451629
8,16,7.05,-0.835,-0.7,0.821548155857501,0.007118298249555,0.774250898860567,0.00796788935959,0.939930690943354,0.004666371287737,0.899933957241943,0.005372819926459,0.12499520403125,0.00225974725406,0.117782295065326,0.001731564524287,0.228563414004145,0.001756241531531,0.222174055523517,0.001489461232235,0.568354024,0.000238084543086
8,16,7.05,-0.835,-0.75,0.75198080773815,0.010012095313548,0.737194657230406,0.007667358914305,0.901057719695053,0.005855351892456,0.896409259143538,0.005039088701135,0.109481389774667,0.002244054583966,0.104986900103776,0.001780313512689,0.22820012376144,0.001961585151366,0.225773267015609,0.001305452883269,0.570662147333333,0.000224058125283
8,16,7.05,-0.835,-0.8,0.708074277998056,0.012932990107687,0.701057878238924,0.012094554972564,0.892407836981582,0.005544728472612,0.892360645793156,0.005261626867059,0.085325367573192,0.001997107272226,0.082480584002861,0.001553833031409,0.225422620469351,0.001628943550281,0.224395212483088,0.001319171378431,0.57447335229682,0.000186645515284
8,16,7.05,-0.835,-0.82,0.703702805567914,0.018616189230755,0.716625719003203,0.015795174241206,0.901307498254161,0.006164725564942,0.897790484754475,0.006231377257125,0.071971451242306,0.002525355306592,0.073020528952355,0.001674340321456,0.225650519007699,0.001807342776712,0.22358313421393,0.00198855987973,0.575719217314487,0.00016637661727
8,16,7.05,-0.835,-0.83,0.751040147913259,0.025071869055593,0.770184105687485,0.020824099215007,0.918316213937442,0.005760688100087,0.923357842836587,0.006068032286657,0.067895357376502,0.002817376646433,0.066824961113862,0.002121342647248,0.227113956072755,0.001560894783635,0.227876304306463,0.001631947764036,0.576631320848057,0.000159148194924
