L,T,β,mu,md,mπ^A,Δmπ^A,mπ^C,Δmπ^C,mρ^M,Δmρ^M,mρ^N,Δmρ^N,fπ^A,Δfπ^A,fπ^C,Δfπ^C,fρ^M,Δfρ^M,fρ^N,Δfρ^N,mAWI,ΔmAWI,P,ΔP
12,24,7.05,-0.8,-0.45,1.13728996440996,0.004211933902388,0.861894993479624,0.003522208382983,1.184152699342,0.002922705114943,0.948659247549093,0.003178302194041,0.151243337132082,0.002620748028759,0.107881518101413,0.001710200260332,0.211369141361408,0.002076874306977,0.170814206464434,0.001685991805788,0.339807553718447,0.009438553782156,0.556605288636364,0.000143441661073
12,24,7.05,-0.8,-0.5,1.08047396751271,0.003623109866052,0.840862241401626,0.004484250014152,1.13239050912632,0.0031170601213,0.929505340614367,0.004152867755309,0.143465536983599,0.002304596369829,0.102472912711172,0.00178453843404,0.205931770915517,0.002163245659521,0.166943415447078,0.002338431993288,0.303615074109821,0.009019594559441,0.558128702272727,0.000186669432725
12,24,7.05,-0.8,-0.55,1.02911383415744,0.001913106373722,0.832688922148438,0.002503109888569,1.08438456367882,0.001714844270529,0.917699358080123,0.002038333932284,0.144313807789442,0.001193891690713,0.105853813467782,0.001034165248128,0.208885669071292,0.001270132493944,0.169839185885804,0.001038538757337,0.276626205515523,0.004115351526516,0.559376243502825,9.04573542053366E-05
12,24,7.05,-0.8,-0.6,0.96808994229502,0.002748002527023,0.816090501306965,0.003171436630253,1.03060967794125,0.002225886731815,0.905640067370588,0.002444728136913,0.139128727360924,0.00175809207152,0.105125638453606,0.00136649476631,0.20705613015203,0.001747412963382,0.173679327515821,0.001379412938593,0.243924670809358,0.00519791218291,0.561134472727273,0.000126494129193
12,24,7.05,-0.8,-0.65,0.895304091670599,0.002408249699508,0.799195870544742,0.002447939965158,0.963195510499975,0.001975352465452,0.882143962103594,0.002001166384648,0.132549304544733,0.001320990496474,0.112479936487106,0.001101808858913,0.203531941435606,0.001255269215668,0.180020450838613,0.001117533075372,0.212628668755002,0.004009102670868,0.563210349717514,8.73296107095553E-05
12,24,7.05,-0.8,-0.7,0.819019631643744,0.002767883817417,0.768905932501751,0.002574303405597,0.893397834992832,0.002383108309369,0.851891167027714,0.002007039356641,0.12688842876226,0.001377238402857,0.114017555465301,0.001081262239752,0.197294746816308,0.001439563442086,0.184646785576651,0.001083538032939,0.177688304515951,0.003924124877875,0.565370376271186,9.3317984201992E-05
12,24,7.05,-0.8,-0.75,0.732529045886181,0.0031073301345,0.722649457252405,0.002606414448629,0.818266660713026,0.002283012058845,0.809220964918415,0.002082547865826,0.117499944357898,0.001522447020609,0.115207411260589,0.001266172044313,0.18998677469071,0.001458559647024,0.187766987568506,0.001156197153936,0.146496900072068,0.003559295131063,0.567742649152542,8.61895208643681E-05
12,24,7.05,-0.8,-0.78,0.670478833219613,0.003197272563806,0.671832755312203,0.002542485631677,0.762339594736433,0.002714830735918,0.763802818139895,0.002368854616689,0.110764354669149,0.001674228020809,0.108592007021069,0.001031394366588,0.184051769947838,0.001587489511762,0.181904282385341,0.001230966732239,0.123307318215009,0.003470540405031,0.569506365536723,0.000119501620843
12,24,7.05,-0.8,-0.8,0.626024968138462,0.005562535531214,0.631586207407008,0.003350360733079,0.723895228916506,0.004357338702963,0.732243473842863,0.00312462786192,0.102910793673266,0.002416513012046,0.106172453382165,0.0013877945824,0.176224161773106,0.002359990139615,0.183373214661639,0.001293066456137,0.105356846242828,0.004397927186208,0.570755320512821,0.000114121748871
12,24,7.2,-0.75,-0.45,0.950287034046143,0.004509207894699,0.696103190912484,0.005404006104336,1.00238689500135,0.003398499753215,0.780026896536116,0.005099569949938,0.117064012452771,0.002447559265614,0.0827341396474,0.001676029988451,0.1703507479235,0.002370848314168,0.134142899687336,0.001915160179489,0.26229497857014,0.008288303819087,0.578732709090909,0.000152355423015
12,24,7.2,-0.75,-0.5,0.903341201223098,0.004290126375785,0.681355875328778,0.007243133806376,0.950108903857208,0.003396257297464,0.762775752907149,0.004758521495644,0.11961493366542,0.001997099410824,0.082757932680229,0.002263625545743,0.172311832216484,0.001993328010918,0.134064551857765,0.002286034632967,0.235726161873142,0.007371165300856,0.579689556818182,0.000157633839331
12,24,7.2,-0.75,-0.55,0.834935507754732,0.002027095545294,0.670001338937895,0.00274652306765,0.890567491638087,0.001630995771192,0.755168790548561,0.002129147671604,0.111610021039686,0.001050521150457,0.084555267413258,0.000928358429843,0.166115169337351,0.001018207364696,0.139759825190179,0.000902044285862,0.20310986441283,0.003473826805637,0.580856154918033,6.93124853654927E-05
12,24,7.2,-0.75,-0.6,0.767273390520255,0.002208604066731,0.653443832472357,0.002729157440665,0.829260334582374,0.001821719450271,0.736173757129948,0.00205524210636,0.105362040234734,0.001076820771197,0.086909846948628,0.000906891820035,0.161901549202034,0.000944052514779,0.142106241366124,0.000868018335655,0.174436503908734,0.003327232544694,0.582083979918033,6.30090378021654E-05
12,24,7.2,-0.75,-0.65,0.694878718888914,0.002855071126372,0.638064346996026,0.002825513677809,0.765777674994551,0.00212083508522,0.719668381315969,0.002372188822065,0.100414405937821,0.001325467717287,0.089480925797319,0.000928810289023,0.159295481751643,0.001123067880886,0.14846007408274,0.00103573912598,0.14494379970436,0.003255325737722,0.583534448770492,6.05529300939934E-05
12,24,7.2,-0.75,-0.7,0.615922279453336,0.003489756852931,0.5970771800665,0.002974051267545,0.697163166582464,0.002783383112121,0.690681239912994,0.002505901410332,0.093711768126449,0.001420643500749,0.090067518485803,0.001020122788358,0.155266339934753,0.001351550080933,0.154426879892099,0.000964451959142,0.116619838724103,0.003049416466238,0.585117528278689,6.61409437251298E-05
12,24,7.2,-0.75,-0.72,0.581697625235216,0.003149491038139,0.580221938417031,0.002624169900545,0.67398874555355,0.00225876401339,0.667348675398019,0.002026758532807,0.088756271642762,0.001256314170792,0.088311624773528,0.000995884365364,0.153402794108161,0.00121492840948,0.151099549131403,0.000917757705211,0.103392822789004,0.002900968791127,0.585855117622951,6.77357101610873E-05
12,24,7.2,-0.75,-0.74,0.546526728809516,0.003657248246153,0.546042314518294,0.002911157407428,0.639891621924749,0.002447767947618,0.644196791380543,0.002156880423437,0.085924533263059,0.001262062227212,0.083759780603509,0.000966104999928,0.149921665627561,0.001142083895277,0.149873493906396,0.000947209787882,0.09240472171836,0.002699508822366,0.586608342622951,6.58288489903802E-05
12,24,7.2,-0.75,-0.75,0.532345460326191,0.004224141186982,0.529899158606758,0.002937101124731,0.624495419401347,0.002547178874661,0.635974617645148,0.002211877654937,0.084467048093564,0.001462673667999,0.083227803858548,0.000838415342691,0.147048895662777,0.001271800467369,0.150455749061661,0.000786759585725,0.08595262768912,0.002607218481833,0.586900175,5.91516219805666E-05
